Position,Artist,Song Title,Year,JSON file,Split Names,Song Language
64,Zhane,Hey Mr. D.J.,1993,3943.json,Zhane,en
65,Cypress Hill,Insane In The Brain,1993,3944.json,Cypress Hill,en
66,Madonna,Deeper And Deeper,1993,3945.json,Madonna,en
67,Madonna,Rain,1993,3946.json,Madonna,en
68,Jeremy Jordan,The Right Kind Of Love,1993,3947.json,Jeremy Jordan,en
69,Inner Circle,Bad Boys,1993,3948.json,Inner Circle,en
70,Boy Krazy,That's What Love Can Do,1993,3949.json,Boy Krazy,en
71,Jon Secada,Do You Believe In Us,1993,3950.json,Jon Secada,en
72,Jon Secada,Angel,1993,3951.json,Jon Secada,en
74,Janet Jackson,Again,1993,3953.json,Janet Jackson,en
75,Jazzy Jeff and Fresh Prince,Boom! Shake The Room,1993,3954.json,Jazzy Jeff,en
76,Restless Heart,When She Cries,1993,3955.json,Restless Heart,en
77,Inner Circle,Sweat (A La La La La Long),1993,3956.json,Inner Circle,en
78,Ice Cube,It Was A Good Day,1993,3957.json,Ice Cube,en
79,Captain Hollywood Project,More And More,1993,3958.json,Captain Hollywood Project,en
80,Heights,How Do You Talk To An Angel,1993,3959.json,Heights,en
81,Digable Planets,Rebirth Of Slick (Cool Like Dat),1993,3960.json,Digable Planets,en
82,Haddaway,What Is Love,1993,3961.json,Haddaway,en
83,Michael Bolton,To Love Somebody,1993,3962.json,Michael Bolton,en
84,En Vogue,"Give It Up, Turn It Loose",1993,3963.json,En Vogue,en
85,Kris Kross,Alright,1993,3964.json,Kris Kross,en
86,Ice Cube,Check Yo Self,1993,3965.json,Ice Cube,en
87,Sting,Fields Of Gold,1993,3966.json,Sting,en
88,Dino,Ooh Child,1993,3967.json,Dino,en
89,Go West,Faithful,1993,3968.json,Go West,en
90,Rod Stewart,Reason To Believe,1993,3969.json,Rod Stewart,en
91,Tears For Fears,Break It Down Again,1993,3970.json,Tears For Fears,en
92,Joey Lawrence,Nothin' My Love Can't Fix,1993,3971.json,Joey Lawrence,en
93,Green Jelly,Three Little Pigs,1993,3972.json,Green Jelly,en
94,Aerosmith,Livin' On The Edge,1993,3973.json,Aerosmith,en
95,Gin Blossoms,Hey Jealousy,1993,3974.json,Gin Blossoms,en
96,Sting,If I Ever Lose My Faith In You,1993,3975.json,Sting,en
97,Tony! Toni! Tone!,Anniversary,1993,3976.json,Tony! Toni! Tone!,en
98,Jade,One Woman,1993,3977.json,Jade,en
99,Taylor Dayne,Can't Get Enough Of Your Love,1993,3978.json,Taylor Dayne,en
100,Def Leppard,Two Steps Behind,1993,3979.json,Def Leppard,en
1,Ace Of Base,The Sign,1994,3980.json,Ace Of Base,en
2,All-4-One,I Swear,1994,3981.json,All-4-One,en
3,Boyz II Men,I'll Make Love To You,1994,3982.json,Boyz II Men,en
4,Celine Dion,The Power Of Love,1994,3983.json,Celine Dion,en
5,Mariah Carey,Hero,1994,3984.json,Mariah Carey,en
6,Lisa Loeb and Nine Stories,Stay (I Missed You),1994,3985.json,Lisa Loeb,en
7,Toni Braxton,Breathe Again,1994,3986.json,Toni Braxton,en
8,"Bryan Adams, Rod Stewart and Sting",All For Love,1994,3987.json,"Bryan Adams, Rod Stewart",en
9,Ace Of Base,All That She Wants,1994,3988.json,Ace Of Base,en
10,Ace Of Base,Don't Turn Around,1994,3989.json,Ace Of Base,en
11,R. Kelly,Bump N' Grind,1994,3990.json,R. Kelly,en
12,Janet Jackson,Again,1994,3991.json,Janet Jackson,en
13,Madonna,I'll Remember,1994,3992.json,Madonna,en
14,Salt-N-Pepa,Whatta Man,1994,3993.json,Salt-N-Pepa,en
15,John Mellencamp and Me'shell Ndegeocello,Wild Night,1994,3994.json,John Mellencamp,en
16,Mariah Carey,Without You / Never Forget You,1994,3995.json,Mariah Carey,en
17,Toni Braxton,You Mean The World To Me,1994,3996.json,Toni Braxton,en
18,Elton John,Can You Feel The Love Tonight,1994,3997.json,Elton John,en
20,Coolio,Fantastic Voyage,1994,3999.json,Coolio,en
21,Big Mountain,Baby I Love Your Way,1994,4000.json,Big Mountain,en
22,Warren G and Nate Dogg,Regulate,1994,4001.json,Warren G,en
23,Jon Secada,If You Go,1994,4002.json,Jon Secada,en
24,Aaliyah,Back and Forth,1994,4003.json,Aaliyah,en
25,Richard Marx,Now And Forever,1994,4004.json,Richard Marx,en
26,Babyface,When Can I See You,1994,4005.json,Babyface,en
27,Bryan Adams,Please Forgive Me,1994,4006.json,Bryan Adams,en
28,All-4-One,So Much In Love,1994,4007.json,All-4-One,en
29,Salt-N-Pepa,Shoop,1994,4008.json,Salt-N-Pepa,en
30,Janet Jackson,"Any Time, Any Place / And On And On",1994,4009.json,Janet Jackson,en
31,Collective Soul,Shine,1994,4010.json,Collective Soul,en
32,Michael Bolton,Said I Loved You...But I Lied,1994,4011.json,Michael Bolton,en
33,Enigma,Return To Innocence,1994,4012.json,Enigma,en
34,Sheryl Crow,All I Wanna Do,1994,4013.json,Sheryl Crow,en
35,Crash Test Dummies,Mmm Mmm Mmm Mmm,1994,4014.json,Crash Test Dummies,en
36,Tevin Campbell,Can We Talk,1994,4015.json,Tevin Campbell,en
37,Da Brat,Funkdafied,1994,4016.json,Da Brat,en
38,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),1994,4017.json,Meat Loaf,en
39,Drs,Gangsta Lean,1994,4018.json,Drs,en
40,"10,000 Maniacs",Because The Night,1994,4019.json,"10,000 Maniacs",en
41,US3,Cantaloop,1994,4020.json,US3,en
42,Tag Team,Whoomp! (There It Is),1994,4021.json,Tag Team,en
43,Melissa Etheridge,Come To My Window,1994,4022.json,Melissa Etheridge,en
44,Changing Faces,Stroke You Up,1994,4023.json,Changing Faces,en
45,Tevin Campbell,I'm Ready,1994,4024.json,Tevin Campbell,en
46,Crystal Waters,100% Pure Love,1994,4025.json,Crystal Waters,en
47,Mariah Carey,Anytime You Need A Friend,1994,4026.json,Mariah Carey,en
48,Janet Jackson,Because Of Love,1994,4027.json,Janet Jackson,en
49,Cranberries,Linger,1994,4028.json,Cranberries,en
50,Beck,Loser,1994,4029.json,Beck,en
51,Gin Blossoms,Found Out About You,1994,4030.json,Gin Blossoms,en
52,Snoop Doggy Dogg,Gin And Juice,1994,4031.json,Snoop Doggy Dogg,en
53,Immature,Never Lie,1994,4032.json,Immature,en
54,Bruce Springsteen,Streets Of Philadelphia,1994,4033.json,Bruce Springsteen,en
55,Domino,Getto Jam,1994,4034.json,Domino,en
56,Luther Vandross and Mariah Carey,Endless Love,1994,4035.json,Luther V,en
